,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name,artist
158,0.505,https://api.spotify.com/v1/audio-analysis/0Oa58WB1979sMRN16LRWw7,0.897,208000,0.455,0Oa58WB1979sMRN16LRWw7,0.000511,8,0.0855,-11.492,0,0.104,104.998,4,https://api.spotify.com/v1/tracks/0Oa58WB1979sMRN16LRWw7,audio_features,spotify:track:0Oa58WB1979sMRN16LRWw7,0.962,Lean on Me,He3b
159,0.424,https://api.spotify.com/v1/audio-analysis/6U9jxxdQ6TNzjshIpwWMTf,0.788,182857,0.721,6U9jxxdQ6TNzjshIpwWMTf,2.86e-06,11,0.0897,-4.577,1,0.152,105.23,4,https://api.spotify.com/v1/tracks/6U9jxxdQ6TNzjshIpwWMTf,audio_features,spotify:track:6U9jxxdQ6TNzjshIpwWMTf,0.653,Ma Lo,Tiwa Savage
160,0.0683,https://api.spotify.com/v1/audio-analysis/5pueruWO2GUKVYXaXuPwai,0.781,208107,0.732,5pueruWO2GUKVYXaXuPwai,0.0,0,0.163,-5.812,0,0.252,103.139,4,https://api.spotify.com/v1/tracks/5pueruWO2GUKVYXaXuPwai,audio_features,spotify:track:5pueruWO2GUKVYXaXuPwai,0.677,Fanm fatal,Admiral T
161,0.396,https://api.spotify.com/v1/audio-analysis/4CWv8yMzaoXcVGgDq2HO6K,0.695,165853,0.88,4CWv8yMzaoXcVGgDq2HO6K,0.0,1,0.446,-3.286,1,0.213,105.15,4,https://api.spotify.com/v1/tracks/4CWv8yMzaoXcVGgDq2HO6K,audio_features,spotify:track:4CWv8yMzaoXcVGgDq2HO6K,0.66,Perle rare,Admiral T
162,0.0169,https://api.spotify.com/v1/audio-analysis/3eALIVOGUVBYR1qgKjxflP,0.677,232568,0.897,3eALIVOGUVBYR1qgKjxflP,0.0,9,0.127,-4.758,0,0.111,102.058,4,https://api.spotify.com/v1/tracks/3eALIVOGUVBYR1qgKjxflP,audio_features,spotify:track:3eALIVOGUVBYR1qgKjxflP,0.686,Bay love,Fanny J Ft. Admiral T
163,0.383,https://api.spotify.com/v1/audio-analysis/0j5iK7HdyMh2mQ8iutn6cU,0.524,188501,0.741,0j5iK7HdyMh2mQ8iutn6cU,0.0,9,0.123,-3.954,0,0.412,178.261,4,https://api.spotify.com/v1/tracks/0j5iK7HdyMh2mQ8iutn6cU,audio_features,spotify:track:0j5iK7HdyMh2mQ8iutn6cU,0.502,Independant Gyal,Kalash
164,0.0911,https://api.spotify.com/v1/audio-analysis/36r6hpwzRODHKPXh0KR8yl,0.944,194612,0.562,36r6hpwzRODHKPXh0KR8yl,8.9e-06,9,0.0829,-6.236,0,0.248,107.025,4,https://api.spotify.com/v1/tracks/36r6hpwzRODHKPXh0KR8yl,audio_features,spotify:track:36r6hpwzRODHKPXh0KR8yl,0.344,Pran pié,Kalash
165,0.126,https://api.spotify.com/v1/audio-analysis/1azqsNehKsUqVbDjSvBtET,0.511,177547,0.915,1azqsNehKsUqVbDjSvBtET,0.0,11,0.193,-2.714,0,0.322,179.646,3,https://api.spotify.com/v1/tracks/1azqsNehKsUqVbDjSvBtET,audio_features,spotify:track:1azqsNehKsUqVbDjSvBtET,0.737,Oblijé nu bun,SAÏK
166,0.0599,https://api.spotify.com/v1/audio-analysis/2xhTZkTU7jHi6gS6SRhJQA,0.561,174933,0.906,2xhTZkTU7jHi6gS6SRhJQA,0.0,10,0.295,-4.692,0,0.313,148.476,5,https://api.spotify.com/v1/tracks/2xhTZkTU7jHi6gS6SRhJQA,audio_features,spotify:track:2xhTZkTU7jHi6gS6SRhJQA,0.769,Rich é pov',SAÏK
167,0.703,https://api.spotify.com/v1/audio-analysis/7yjeewD3X6dAooYS2Vh4XT,0.401,195056,0.671,7yjeewD3X6dAooYS2Vh4XT,0.0,10,0.11,-6.727,0,0.104,183.739,4,https://api.spotify.com/v1/tracks/7yjeewD3X6dAooYS2Vh4XT,audio_features,spotify:track:7yjeewD3X6dAooYS2Vh4XT,0.433,Vai Dar Tudo Certo (feat. Joice),Lil Saint
168,0.127,https://api.spotify.com/v1/audio-analysis/3n1bactVkCjEAkFTEvx4eY,0.784,229629,0.644,3n1bactVkCjEAkFTEvx4eY,0.0081,1,0.109,-6.37,1,0.084,91.991,4,https://api.spotify.com/v1/tracks/3n1bactVkCjEAkFTEvx4eY,audio_features,spotify:track:3n1bactVkCjEAkFTEvx4eY,0.651,3d,Twenty Fingers
169,0.535,https://api.spotify.com/v1/audio-analysis/7t4VXAlAEzu2pVMeSdEoy3,0.506,194467,0.442,7t4VXAlAEzu2pVMeSdEoy3,0.00644,6,0.14,-7.885,0,0.114,89.528,4,https://api.spotify.com/v1/tracks/7t4VXAlAEzu2pVMeSdEoy3,audio_features,spotify:track:7t4VXAlAEzu2pVMeSdEoy3,0.579,Maguelar,Real'or'Beatz
170,0.202,https://api.spotify.com/v1/audio-analysis/5rIwZp2CvX4rvMrY97DH5L,0.721,238498,0.748,5rIwZp2CvX4rvMrY97DH5L,0.000462,4,0.175,-4.966,0,0.0779,179.907,4,https://api.spotify.com/v1/tracks/5rIwZp2CvX4rvMrY97DH5L,audio_features,spotify:track:5rIwZp2CvX4rvMrY97DH5L,0.708,Rebenta,Caló Pascoal
171,0.375,https://api.spotify.com/v1/audio-analysis/3HI66loqrDmQRVl9QAtQ88,0.65,245779,0.67,3HI66loqrDmQRVl9QAtQ88,3.39e-05,2,0.131,-7.185,0,0.108,184.013,4,https://api.spotify.com/v1/tracks/3HI66loqrDmQRVl9QAtQ88,audio_features,spotify:track:3HI66loqrDmQRVl9QAtQ88,0.585,Vou Ser Teu,Loony Johnson
172,0.473,https://api.spotify.com/v1/audio-analysis/5IOPlHFxJvBkleWPyUSQfd,0.699,258797,0.707,5IOPlHFxJvBkleWPyUSQfd,0.000507,5,0.112,-6.953,0,0.0415,87.987,4,https://api.spotify.com/v1/tracks/5IOPlHFxJvBkleWPyUSQfd,audio_features,spotify:track:5IOPlHFxJvBkleWPyUSQfd,0.589,Volta,Loony Johnson
173,0.0448,https://api.spotify.com/v1/audio-analysis/4KDQQFhFT0r92PVqJLXnVc,0.631,252922,0.66,4KDQQFhFT0r92PVqJLXnVc,0.000191,11,0.065,-7.054,0,0.059,179.843,4,https://api.spotify.com/v1/tracks/4KDQQFhFT0r92PVqJLXnVc,audio_features,spotify:track:4KDQQFhFT0r92PVqJLXnVc,0.775,Bo É Dod na Mi,Loony Johnson
174,0.194,https://api.spotify.com/v1/audio-analysis/2u8zpe5jkULdT0W1aBDEtw,0.503,227084,0.567,2u8zpe5jkULdT0W1aBDEtw,6.81e-05,7,0.093,-7.032,1,0.0451,64.979,4,https://api.spotify.com/v1/tracks/2u8zpe5jkULdT0W1aBDEtw,audio_features,spotify:track:2u8zpe5jkULdT0W1aBDEtw,0.102,Love You Down,JR Castro
175,0.00968,https://api.spotify.com/v1/audio-analysis/1eYj9jXnqJsmd9v2BVeGlg,0.624,369200,0.411,1eYj9jXnqJsmd9v2BVeGlg,0.0601,3,0.127,-12.855,1,0.0401,134.044,4,https://api.spotify.com/v1/tracks/1eYj9jXnqJsmd9v2BVeGlg,audio_features,spotify:track:1eYj9jXnqJsmd9v2BVeGlg,0.211,For a Lifetime - Chillout Mix,Ascesion
176,0.904,https://api.spotify.com/v1/audio-analysis/5bO33fxvcGqZp7Pw3zIQsj,0.575,210581,0.325,5bO33fxvcGqZp7Pw3zIQsj,0.926,1,0.101,-12.894,0,0.0378,155.063,4,https://api.spotify.com/v1/tracks/5bO33fxvcGqZp7Pw3zIQsj,audio_features,spotify:track:5bO33fxvcGqZp7Pw3zIQsj,0.134,Discovery,AK
177,0.732,https://api.spotify.com/v1/audio-analysis/0vZ6HxJJUzglvTcz66jNfN,0.523,297708,0.29,0vZ6HxJJUzglvTcz66jNfN,0.573,7,0.112,-12.834,1,0.025,94.033,3,https://api.spotify.com/v1/tracks/0vZ6HxJJUzglvTcz66jNfN,audio_features,spotify:track:0vZ6HxJJUzglvTcz66jNfN,0.303,Let Me Breathe My Sigh,Fismoll
178,0.144,https://api.spotify.com/v1/audio-analysis/0XIVmUXrwk0IjQEOWFnyn1,0.612,254533,0.52,0XIVmUXrwk0IjQEOWFnyn1,0.0,2,0.695,-9.665,1,0.0474,86.027,4,https://api.spotify.com/v1/tracks/0XIVmUXrwk0IjQEOWFnyn1,audio_features,spotify:track:0XIVmUXrwk0IjQEOWFnyn1,0.635,Live High,Jason Mraz
179,0.412,https://api.spotify.com/v1/audio-analysis/3yhhVI7szVLsqVKt9gg01e,0.698,289133,0.524,3yhhVI7szVLsqVKt9gg01e,0.0,11,0.0844,-7.522,1,0.051,114.922,4,https://api.spotify.com/v1/tracks/3yhhVI7szVLsqVKt9gg01e,audio_features,spotify:track:3yhhVI7szVLsqVKt9gg01e,0.31,Ride,SoMo
180,0.728,https://api.spotify.com/v1/audio-analysis/1qwWYnZmgC6TtGMvO35hWg,0.32,237810,0.393,1qwWYnZmgC6TtGMvO35hWg,0.0,4,0.341,-8.08,1,0.039,136.746,4,https://api.spotify.com/v1/tracks/1qwWYnZmgC6TtGMvO35hWg,audio_features,spotify:track:1qwWYnZmgC6TtGMvO35hWg,0.193,Breathe,Lauv
181,0.0185,https://api.spotify.com/v1/audio-analysis/1sZgEicBhVniX4kJHIp6Tq,0.582,229474,0.602,1sZgEicBhVniX4kJHIp6Tq,0.00409,1,0.0837,-5.754,1,0.0328,113.991,4,https://api.spotify.com/v1/tracks/1sZgEicBhVniX4kJHIp6Tq,audio_features,spotify:track:1sZgEicBhVniX4kJHIp6Tq,0.0481,Beretta Lake,Teflon Sega
182,0.073,https://api.spotify.com/v1/audio-analysis/2z50GlkP7GinGZauNHwD7j,0.44,259556,0.748,2z50GlkP7GinGZauNHwD7j,0.0,0,0.027,-4.074,1,0.045,135.009,4,https://api.spotify.com/v1/tracks/2z50GlkP7GinGZauNHwD7j,audio_features,spotify:track:2z50GlkP7GinGZauNHwD7j,0.236,Rush Over Me (feat. HALIENE),Seven Lions
183,0.0125,https://api.spotify.com/v1/audio-analysis/5vgHThy7DIIWvKXrKJngd4,0.639,191001,0.686,5vgHThy7DIIWvKXrKJngd4,0.000815,3,0.193,-7.09,0,0.0502,164.115,4,https://api.spotify.com/v1/tracks/5vgHThy7DIIWvKXrKJngd4,audio_features,spotify:track:5vgHThy7DIIWvKXrKJngd4,0.478,Diggy Down,INNA
184,0.648,https://api.spotify.com/v1/audio-analysis/7j16XLHBZXPcgCoYPKVqmF,0.316,242249,0.614,7j16XLHBZXPcgCoYPKVqmF,0.000206,3,0.102,-8.58,0,0.378,176.844,3,https://api.spotify.com/v1/tracks/7j16XLHBZXPcgCoYPKVqmF,audio_features,spotify:track:7j16XLHBZXPcgCoYPKVqmF,0.344,Suffer - Vince Staples & AndreaLo Remix,Charlie Puth
185,0.0663,https://api.spotify.com/v1/audio-analysis/0RXGzUrCSwRXCwcZO9ohm9,0.383,293307,0.528,0RXGzUrCSwRXCwcZO9ohm9,0.000278,5,0.108,-7.811,0,0.0924,105.944,4,https://api.spotify.com/v1/tracks/0RXGzUrCSwRXCwcZO9ohm9,audio_features,spotify:track:0RXGzUrCSwRXCwcZO9ohm9,0.0364,In For It,Tory Lanez
186,0.0118,https://api.spotify.com/v1/audio-analysis/5eG6cZTO4G5hFcnjyGR1ao,0.688,228640,0.541,5eG6cZTO4G5hFcnjyGR1ao,0.0,11,0.123,-8.128,0,0.114,95.109,4,https://api.spotify.com/v1/tracks/5eG6cZTO4G5hFcnjyGR1ao,audio_features,spotify:track:5eG6cZTO4G5hFcnjyGR1ao,0.247,LUV,Tory Lanez
187,0.544,https://api.spotify.com/v1/audio-analysis/4Lj8paMFwyKTGfILLELVxt,0.689,121739,0.311,4Lj8paMFwyKTGfILLELVxt,0.0,11,0.0841,-10.821,0,0.0783,137.958,4,https://api.spotify.com/v1/tracks/4Lj8paMFwyKTGfILLELVxt,audio_features,spotify:track:4Lj8paMFwyKTGfILLELVxt,0.417,Pony,William Singe
188,0.133,https://api.spotify.com/v1/audio-analysis/6VnbVFTK7sNkoRWmbjmW6w,0.537,185143,0.793,6VnbVFTK7sNkoRWmbjmW6w,1.54e-05,10,0.0629,-4.932,0,0.0559,140.075,4,https://api.spotify.com/v1/tracks/6VnbVFTK7sNkoRWmbjmW6w,audio_features,spotify:track:6VnbVFTK7sNkoRWmbjmW6w,0.153,Undone (feat. Sarah De Warren),Spaces
189,0.0131,https://api.spotify.com/v1/audio-analysis/5ZVujHtwnsqFJvLnqRSdch,0.7,416000,0.546,5ZVujHtwnsqFJvLnqRSdch,0.0305,5,0.172,-7.705,0,0.109,80.004,4,https://api.spotify.com/v1/tracks/5ZVujHtwnsqFJvLnqRSdch,audio_features,spotify:track:5ZVujHtwnsqFJvLnqRSdch,0.302,Bad Karma,Axel Thesleff
190,0.0511,https://api.spotify.com/v1/audio-analysis/1Pcdi0sZdRu6Ajh8mbmxid,0.671,196429,0.436,1Pcdi0sZdRu6Ajh8mbmxid,8.67e-06,1,0.14,-9.998,1,0.348,125.922,4,https://api.spotify.com/v1/tracks/1Pcdi0sZdRu6Ajh8mbmxid,audio_features,spotify:track:1Pcdi0sZdRu6Ajh8mbmxid,0.231,Afternoon Cigarette,Kristinia DeBarge
191,0.285,https://api.spotify.com/v1/audio-analysis/4B2kkxg3wKSTZw5JPaUtzQ,0.458,207069,0.696,4B2kkxg3wKSTZw5JPaUtzQ,0.0,11,0.123,-4.742,1,0.0402,174.141,4,https://api.spotify.com/v1/tracks/4B2kkxg3wKSTZw5JPaUtzQ,audio_features,spotify:track:4B2kkxg3wKSTZw5JPaUtzQ,0.418,On & On,Cartoon
192,0.0226,https://api.spotify.com/v1/audio-analysis/1SXmU1g8tXHVU3ow1HT0Sx,0.737,256560,0.739,1SXmU1g8tXHVU3ow1HT0Sx,1.47e-05,6,0.0384,-5.334,0,0.123,160.092,4,https://api.spotify.com/v1/tracks/1SXmU1g8tXHVU3ow1HT0Sx,audio_features,spotify:track:1SXmU1g8tXHVU3ow1HT0Sx,0.77,Side To Side - Phantoms Remix,Ariana Grande
193,0.075,https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF,0.696,216409,0.817,6kex4EBAj0WHXDKZMEJaaF,0.0,1,0.187,-3.862,1,0.109,98.064,4,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF,audio_features,spotify:track:6kex4EBAj0WHXDKZMEJaaF,0.782,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo
194,0.0313,https://api.spotify.com/v1/audio-analysis/6q8VDoKHZhOBLTqH1eymcc,0.661,218040,0.683,6q8VDoKHZhOBLTqH1eymcc,0.0,7,0.169,-5.424,0,0.0763,186.008,4,https://api.spotify.com/v1/tracks/6q8VDoKHZhOBLTqH1eymcc,audio_features,spotify:track:6q8VDoKHZhOBLTqH1eymcc,0.29,Vuela Corazón,Dasoul
195,0.497,https://api.spotify.com/v1/audio-analysis/3jTLcaHkfW2vslbYjleKnG,0.525,228706,0.572,3jTLcaHkfW2vslbYjleKnG,7.76e-06,9,0.116,-9.005,0,0.391,170.017,4,https://api.spotify.com/v1/tracks/3jTLcaHkfW2vslbYjleKnG,audio_features,spotify:track:3jTLcaHkfW2vslbYjleKnG,0.716,Edredom,SondPlay
196,0.359,https://api.spotify.com/v1/audio-analysis/5tXCATISUjfPeRCopXuzU1,0.823,288209,0.313,5tXCATISUjfPeRCopXuzU1,0.0,2,0.0639,-11.598,0,0.154,143.979,4,https://api.spotify.com/v1/tracks/5tXCATISUjfPeRCopXuzU1,audio_features,spotify:track:5tXCATISUjfPeRCopXuzU1,0.457,Insônia,Tribo da Periferia
197,0.579,https://api.spotify.com/v1/audio-analysis/0UpoSTppZ40ldS9V3kxSjW,0.334,257358,0.518,0UpoSTppZ40ldS9V3kxSjW,0.0,9,0.0692,-11.893,0,0.0923,156.625,4,https://api.spotify.com/v1/tracks/0UpoSTppZ40ldS9V3kxSjW,audio_features,spotify:track:0UpoSTppZ40ldS9V3kxSjW,0.218,Ela Gosta de Brincar,Terra Preta
198,0.332,https://api.spotify.com/v1/audio-analysis/06MTwE6WSyNkn7D0U07i6W,0.93,226754,0.418,06MTwE6WSyNkn7D0U07i6W,3.15e-05,3,0.104,-6.976,1,0.225,134.057,4,https://api.spotify.com/v1/tracks/06MTwE6WSyNkn7D0U07i6W,audio_features,spotify:track:06MTwE6WSyNkn7D0U07i6W,0.527,O Que Tem pra Hoje,All Star Brasil
199,0.134,https://api.spotify.com/v1/audio-analysis/3SNbEPGJVxuckWAAN7cmgW,0.912,185625,0.433,3SNbEPGJVxuckWAAN7cmgW,0.0,11,0.407,-6.601,1,0.142,128.005,4,https://api.spotify.com/v1/tracks/3SNbEPGJVxuckWAAN7cmgW,audio_features,spotify:track:3SNbEPGJVxuckWAAN7cmgW,0.27,Biotipo,Lupper
200,0.0643,https://api.spotify.com/v1/audio-analysis/66aKcGTGqX0F4gTkQL51Cy,0.708,234736,0.732,66aKcGTGqX0F4gTkQL51Cy,7.07e-05,5,0.126,-6.38,0,0.101,171.957,4,https://api.spotify.com/v1/tracks/66aKcGTGqX0F4gTkQL51Cy,audio_features,spotify:track:66aKcGTGqX0F4gTkQL51Cy,0.668,Dança Sexy,Paulo Mac
201,0.62,https://api.spotify.com/v1/audio-analysis/5G6AGQlmBkF7KesKB0u5IK,0.453,204539,0.508,5G6AGQlmBkF7KesKB0u5IK,0.0,6,0.131,-10.339,0,0.0789,154.264,4,https://api.spotify.com/v1/tracks/5G6AGQlmBkF7KesKB0u5IK,audio_features,spotify:track:5G6AGQlmBkF7KesKB0u5IK,0.646,No Gueto,Terra Preta
202,0.705,https://api.spotify.com/v1/audio-analysis/5wqmst7OKupfPqOX4oiDQq,0.762,286920,0.231,5wqmst7OKupfPqOX4oiDQq,0.0142,1,0.0995,-8.677,1,0.127,73.012,4,https://api.spotify.com/v1/tracks/5wqmst7OKupfPqOX4oiDQq,audio_features,spotify:track:5wqmst7OKupfPqOX4oiDQq,0.378,Poetry: How Does It Feel?,Akua Naru
203,0.79,https://api.spotify.com/v1/audio-analysis/2Nk9K0BzzExYehbM51uh52,0.434,212520,0.359,2Nk9K0BzzExYehbM51uh52,1.67e-06,6,0.0976,-11.262,0,0.0426,131.972,4,https://api.spotify.com/v1/tracks/2Nk9K0BzzExYehbM51uh52,audio_features,spotify:track:2Nk9K0BzzExYehbM51uh52,0.226,Summertime,Angelique Kidjo
204,0.81,https://api.spotify.com/v1/audio-analysis/6eKJ8mvi6Ol8aAKjAhYeay,0.536,249704,0.189,6eKJ8mvi6Ol8aAKjAhYeay,1.43e-05,7,0.138,-16.311,0,0.0664,77.468,4,https://api.spotify.com/v1/tracks/6eKJ8mvi6Ol8aAKjAhYeay,audio_features,spotify:track:6eKJ8mvi6Ol8aAKjAhYeay,0.173,Retrograde (feat. James Blake),Domishay
205,0.28,https://api.spotify.com/v1/audio-analysis/3wWkNGiHv0BCw9VLUHEQku,0.657,171691,0.607,3wWkNGiHv0BCw9VLUHEQku,0.0,7,0.126,-10.088,1,0.151,119.905,4,https://api.spotify.com/v1/tracks/3wWkNGiHv0BCw9VLUHEQku,audio_features,spotify:track:3wWkNGiHv0BCw9VLUHEQku,0.53,Ich will dass du mich brauchst - Edit,RIN
206,0.0708,https://api.spotify.com/v1/audio-analysis/2SeENh2LRR9t2xJSfXwtUX,0.794,377600,0.385,2SeENh2LRR9t2xJSfXwtUX,1.52e-05,8,0.665,-12.81,1,0.298,119.732,4,https://api.spotify.com/v1/tracks/2SeENh2LRR9t2xJSfXwtUX,audio_features,spotify:track:2SeENh2LRR9t2xJSfXwtUX,0.675,75 and Sunny,Ryan Montbleau
207,0.93,https://api.spotify.com/v1/audio-analysis/08pCnq3MdYsbEjubAWBdCt,0.599,221379,0.125,08pCnq3MdYsbEjubAWBdCt,1.57e-06,10,0.0811,-14.472,0,0.0557,120.392,4,https://api.spotify.com/v1/tracks/08pCnq3MdYsbEjubAWBdCt,audio_features,spotify:track:08pCnq3MdYsbEjubAWBdCt,0.405,Ships in the Night,Ryan Montbleau
208,0.398,https://api.spotify.com/v1/audio-analysis/0ymhUnNSuTEdKCRYEVpWOS,0.533,201507,0.551,0ymhUnNSuTEdKCRYEVpWOS,0.489,5,0.103,-9.874,0,0.0353,180.043,4,https://api.spotify.com/v1/tracks/0ymhUnNSuTEdKCRYEVpWOS,audio_features,spotify:track:0ymhUnNSuTEdKCRYEVpWOS,0.848,Ain't No Grave,Crooked Still
209,0.814,https://api.spotify.com/v1/audio-analysis/114xcQz8sZ6fxRBTZmgmNE,0.576,195452,0.453,114xcQz8sZ6fxRBTZmgmNE,0.0,3,0.267,-4.4,1,0.0294,107.89,4,https://api.spotify.com/v1/tracks/114xcQz8sZ6fxRBTZmgmNE,audio_features,spotify:track:114xcQz8sZ6fxRBTZmgmNE,0.418,Better Half of Me,Tom Walker
210,0.295,https://api.spotify.com/v1/audio-analysis/1wyo8plJbo1BO9s8TWqZpN,0.512,154435,0.304,1wyo8plJbo1BO9s8TWqZpN,0.000622,0,0.118,-9.19,1,0.0318,126.078,5,https://api.spotify.com/v1/tracks/1wyo8plJbo1BO9s8TWqZpN,audio_features,spotify:track:1wyo8plJbo1BO9s8TWqZpN,0.172,How Long Will I Love You - Bonus Track,Ellie Goulding
211,0.933,https://api.spotify.com/v1/audio-analysis/7wVb8Gc6syf4QXbvRjqdr6,0.623,188349,0.0834,7wVb8Gc6syf4QXbvRjqdr6,0.0,7,0.11,-12.343,1,0.0382,118.099,4,https://api.spotify.com/v1/tracks/7wVb8Gc6syf4QXbvRjqdr6,audio_features,spotify:track:7wVb8Gc6syf4QXbvRjqdr6,0.214,I Will Wait - Candlelight Version,Matt Johnson
212,0.917,https://api.spotify.com/v1/audio-analysis/0xqccWockRxG3kbOzT0OVH,0.385,249728,0.113,0xqccWockRxG3kbOzT0OVH,0.0,7,0.128,-13.005,1,0.0314,93.337,4,https://api.spotify.com/v1/tracks/0xqccWockRxG3kbOzT0OVH,audio_features,spotify:track:0xqccWockRxG3kbOzT0OVH,0.269,A Thousand Years - Acoustic,Jonah Baker
213,0.298,https://api.spotify.com/v1/audio-analysis/2iXdwVdzA0KrI2Q0iZNJbX,0.871,207680,0.346,2iXdwVdzA0KrI2Q0iZNJbX,9.24e-06,5,0.108,-9.481,1,0.0522,110.049,4,https://api.spotify.com/v1/tracks/2iXdwVdzA0KrI2Q0iZNJbX,audio_features,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,0.659,Better Together,Jack Johnson
214,0.105,https://api.spotify.com/v1/audio-analysis/1OZSVl0JJ1MBzibpuhmmXb,0.425,394173,0.651,1OZSVl0JJ1MBzibpuhmmXb,0.0,10,0.138,-6.131,1,0.0287,159.363,4,https://api.spotify.com/v1/tracks/1OZSVl0JJ1MBzibpuhmmXb,audio_features,spotify:track:1OZSVl0JJ1MBzibpuhmmXb,0.366,One Day Like This,Elbow
215,0.247,https://api.spotify.com/v1/audio-analysis/6iNcyWk5iUEY7P9zeTc5hm,0.557,239987,0.553,6iNcyWk5iUEY7P9zeTc5hm,0.0,1,0.125,-7.954,1,0.0319,139.821,4,https://api.spotify.com/v1/tracks/6iNcyWk5iUEY7P9zeTc5hm,audio_features,spotify:track:6iNcyWk5iUEY7P9zeTc5hm,0.253,Amazed,Lonestar
216,0.00243,https://api.spotify.com/v1/audio-analysis/2Rczayj2tsm1Uga5uQ58Kz,0.655,178823,0.893,2Rczayj2tsm1Uga5uQ58Kz,0.00888,7,0.124,-5.127,1,0.0428,123.992,4,https://api.spotify.com/v1/tracks/2Rczayj2tsm1Uga5uQ58Kz,audio_features,spotify:track:2Rczayj2tsm1Uga5uQ58Kz,0.538,Midnight (The Hanging Tree),HOSH
217,0.00339,https://api.spotify.com/v1/audio-analysis/1b0e8KK2tIgMkT2tub9M93,0.828,159231,0.903,1b0e8KK2tIgMkT2tub9M93,0.693,6,0.256,-5.241,0,0.0935,130.007,4,https://api.spotify.com/v1/tracks/1b0e8KK2tIgMkT2tub9M93,audio_features,spotify:track:1b0e8KK2tIgMkT2tub9M93,0.96,Haven't You Heard - Fitzy's Half Charged Mix,Alan Fitzpatrick
218,0.0271,https://api.spotify.com/v1/audio-analysis/715vRxcbV6UakGuKFn84e5,0.584,243066,0.966,715vRxcbV6UakGuKFn84e5,0.933,0,0.118,-8.879,0,0.0646,125.002,4,https://api.spotify.com/v1/tracks/715vRxcbV6UakGuKFn84e5,audio_features,spotify:track:715vRxcbV6UakGuKFn84e5,0.835,Jigoo - Radio Edit,Maurice Fulton
219,0.000546,https://api.spotify.com/v1/audio-analysis/3ETQr4SECzp6mMMnubMFmV,0.508,217620,0.736,3ETQr4SECzp6mMMnubMFmV,0.447,11,0.0828,-9.396,0,0.0426,121.198,4,https://api.spotify.com/v1/tracks/3ETQr4SECzp6mMMnubMFmV,audio_features,spotify:track:3ETQr4SECzp6mMMnubMFmV,0.688,Metropolis,Dusky
220,0.138,https://api.spotify.com/v1/audio-analysis/5x8AKafLipMUs6xANfNdRL,0.597,219677,0.926,5x8AKafLipMUs6xANfNdRL,0.798,8,0.357,-8.901,1,0.0377,123.993,4,https://api.spotify.com/v1/tracks/5x8AKafLipMUs6xANfNdRL,audio_features,spotify:track:5x8AKafLipMUs6xANfNdRL,0.348,Turning Around - (Gerd Janson Remix) [Edit],Theo Kottis
221,0.03,https://api.spotify.com/v1/audio-analysis/7f6a2LWROn1HQlG97hDIg6,0.834,205000,0.792,7f6a2LWROn1HQlG97hDIg6,0.0932,4,0.0365,-5.912,0,0.0339,119.999,4,https://api.spotify.com/v1/tracks/7f6a2LWROn1HQlG97hDIg6,audio_features,spotify:track:7f6a2LWROn1HQlG97hDIg6,0.922,In My Arms,Purple Disco Machine
222,0.453,https://api.spotify.com/v1/audio-analysis/3RF7yizTDynqcKO9EmypOy,0.702,250207,0.526,3RF7yizTDynqcKO9EmypOy,0.887,7,0.111,-12.421,0,0.0393,121.001,4,https://api.spotify.com/v1/tracks/3RF7yizTDynqcKO9EmypOy,audio_features,spotify:track:3RF7yizTDynqcKO9EmypOy,0.291,Moments - Ben Böhmer & Nils Hoffmann Remix,Kidnap
223,0.946,https://api.spotify.com/v1/audio-analysis/5UtfyJb1AkClEEgtc6e4oJ,0.625,240613,0.156,5UtfyJb1AkClEEgtc6e4oJ,0.000324,8,0.111,-13.356,1,0.0348,112.43,3,https://api.spotify.com/v1/tracks/5UtfyJb1AkClEEgtc6e4oJ,audio_features,spotify:track:5UtfyJb1AkClEEgtc6e4oJ,0.451,You Got Me Thinking,Joshua Radin
224,0.356,https://api.spotify.com/v1/audio-analysis/3GJ4hzg4lrGwU51Y3VARbF,0.616,213387,0.438,3GJ4hzg4lrGwU51Y3VARbF,0.0,1,0.24,-5.968,1,0.0298,135.929,4,https://api.spotify.com/v1/tracks/3GJ4hzg4lrGwU51Y3VARbF,audio_features,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,0.386,Speechless,Dan + Shay
225,0.902,https://api.spotify.com/v1/audio-analysis/0uIPTKuwFh4ZJ6V3FsX6a1,0.322,214598,0.226,0uIPTKuwFh4ZJ6V3FsX6a1,0.144,0,0.108,-14.243,1,0.0323,169.567,4,https://api.spotify.com/v1/tracks/0uIPTKuwFh4ZJ6V3FsX6a1,audio_features,spotify:track:0uIPTKuwFh4ZJ6V3FsX6a1,0.212,Hold My Name,Ocie Elliott
